headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
address,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Personal identification",,address,"〈C〉あて名,住所 / 〈C〉演説, (口頭・文書による)あいさつの言葉([[speech]]) / 《文》〈U〉話しぶり,応対のしかた / 〈U〉(物事を扱う)手ぎわのよさ,如才なさ / 《複数形で》くどき,求愛,求婚",,"〈C〉あて名,住所 / 〈C〉演説, (口頭・文書による)あいさつの言葉([[speech]]) / 《文》〈U〉話しぶり,応対のしかた / 〈U〉(物事を扱う)手ぎわのよさ,如才なさ / 《複数形で》くどき,求愛,求婚",/əˈdrɛs/,496,Please write your address on the envelope.,封筒にあなたの住所を書いてください。,2995762
afraid,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,afraid,"《...を》恐れて,こわがって《of ...》  / 気づかって,心配して  / 気が進まない",,"《...を》恐れて,こわがって《of ...》  / 気づかって,心配して  / 気が進まない",/əˈfreɪd/,755,I am afraid of spiders.,私はクモを恐れています。,2995839
after,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,after,"《時・順序》…の後に,…後に, …の次に  / …を求めて,の後を追って  / …の名をとって,にならって, …ふうに(の)  / …のことを心配して,に関して  / …だから,…の結果",,"《時・順序》…の後に,…後に, …の次に  / …を求めて,の後を追って  / …の名をとって,にならって, …ふうに(の)  / …のことを心配して,に関して  / …だから,…の結果",/ˈæftər/,766,I usually go for a walk after dinner.,私は普通、夕食の後に散歩に行きます。,2995844
afternoon,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,afternoon,午後(正午から日没まで) / 《形容詞的に》午後の,,午後(正午から日没まで) / 《形容詞的に》午後の,/æftərˈnuːn/,778,I usually take a walk in the park in the afternoon.,私は通常、午後に公園を散歩します。,2995843
again,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,again,"再び,もう一度([[once more]]) / 《否定語とともに用いて》二度と(…しない)  / また元の所へ,元のように  / さらにそれだけ,…の倍も  / 《しばしば[[then]], [[and then]]に続いて》その上に([[besides]]),さらに([[furthermore]])  / 《しばしばand, and thenに続いて》また一方,ところが",,"再び,もう一度([[once more]]) / 《否定語とともに用いて》二度と(…しない)  / また元の所へ,元のように  / さらにそれだけ,…の倍も  / 《しばしば[[then]], [[and then]]に続いて》その上に([[besides]]),さらに([[furthermore]])  / 《しばしばand, and thenに続いて》また一方,ところが",/əˈɡɛn/,787,I will try again tomorrow.,私は明日再び試します。,2995851
age,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Personal identification",,age,"〈U〉(一般に)年齢,寿命;〈C〉(個々の)年齢,年  / 〈U〉成年(おとなとしての資格・権利を得る年齢;通例18または21歳)  / 〈U〉老齢,《集合的に》老人たち  / 〈U〉(人生の)一時期 / 〈C〉世代([[generation]])  / 〈U〉〈C〉《しばしばA-》(歴史上の)時代  / 〈C〉《話》長い間",,"〈U〉(一般に)年齢,寿命;〈C〉(個々の)年齢,年  / 〈U〉成年(おとなとしての資格・権利を得る年齢;通例18または21歳)  / 〈U〉老齢,《集合的に》老人たち  / 〈U〉(人生の)一時期 / 〈C〉世代([[generation]])  / 〈U〉〈C〉《しばしばA-》(歴史上の)時代  / 〈C〉《話》長い間",/eɪdʒ/,795,My age is not a barrier to my dreams.,私の夢にとって年齢は障害ではない。,2995852
ago,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,ago,《期間を表す語の後に用いて》(今から)…前に / 《longの後に用いて》以前に,,《期間を表す語の後に用いて》(今から)…前に / 《longの後に用いて》以前に,/əˈɡoʊ/,844,I moved to this city five years ago.,私は5年前にこの都市に引っ越しました。,2995872
agree,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,agree,"〈人が〉意見が一致する,合意する;同意する,賛成する  / 〈物事が〉《…と》合致する,一致する《with ...》  / 《…と》いっしょにうまくやる《with ...》  / (文章で)〈人称・性・数・格が〉一致する  / …に意見が一致する,同意する",,"〈人が〉意見が一致する,合意する;同意する,賛成する  / 〈物事が〉《…と》合致する,一致する《with ...》  / 《…と》いっしょにうまくやる《with ...》  / (文章で)〈人称・性・数・格が〉一致する  / …に意見が一致する,同意する",/əˈɡriː/,858,I completely agree with your opinion on this matter.,私はこの問題についてのあなたの意見に完全に同意します。,2995874
airplane/aeroplane,noun,"CoreInventory_1: Ways of travelling

CoreInventory 2: 

Threshold: Travel",,airplane,飛行機(《英》[[aeroplane]]),,飛行機(《英》[[aeroplane]]),/ˈɛərpleɪn/,971,I will take an airplane to travel to Japan next month.,来月、日本へ旅行するために飛行機に乗る予定です。,2995904
airport,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: Things in the town, shops and shopping

Threshold: Travel",,airport,"〈C〉空港, 飛行場",,"〈C〉空港, 飛行場",/ˈɛər.pɔːrt/,972,I will pick you up at the airport.,私は空港であなたを迎えに行きます。,2995903
album,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Daily life",,album,"(写真・切手・切り抜きなどを貼る)アルバム  / (いくつかの曲・劇などを収録した)組レコード,アルバム  / 画帳",,"(写真・切手・切り抜きなどを貼る)アルバム  / (いくつかの曲・劇などを収録した)組レコード,アルバム  / 画帳",/ˈæl.bəm/,1023,I found an old photo album in the attic.,私は屋根裏で古い写真アルバムを見つけました。,2995921
all,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,all,"《単数形,または数えられない名詞につけて》(ある一つのものについて,その)全体の,全…,…じゅう,…全体 / 《複数形につけて》(個々を一つにまとめて)全部の,すべての / 《複数形,または数えられない名詞につけて》(ある全体の中の)いずれの,およそどの,あらゆる / 《数えられない名詞につけて》できる限りの,最大の",,"《単数形,または数えられない名詞につけて》(ある一つのものについて,その)全体の,全…,…じゅう,…全体 / 《複数形につけて》(個々を一つにまとめて)全部の,すべての / 《複数形,または数えられない名詞につけて》(ある全体の中の)いずれの,およそどの,あらゆる / 《数えられない名詞につけて》できる限りの,最大の",/ɔːl/,1100,All the books on this shelf are mine.,この棚にある本はすべて私のものです。,2995944
all,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,all,"《単数扱い》(物事について)全部,全体,すべて / 《複数扱い》全員,みんな / いっさいの所有物,いっさいがっさい",,"《単数扱い》(物事について)全部,全体,すべて / 《複数扱い》全員,みんな / いっさいの所有物,いっさいがっさい",/ɔːl/,3207955,All of them are here.,彼ら全員がここにいます。,3008607
all right,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,all right,かまわない / 《...にとって》都合がいい《for ...》 / うまくいっている,,かまわない / 《...にとって》都合がいい《for ...》 / うまくいっている,/ɔːl raɪt/,239614,It's all right to be late sometimes.,時々遅れてもかまわない。,3007128
all right,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,all right,"うまく / 《確信》確かに, 間違いなく / 《確認》わかりましたか /《同意》はい / 《喜び》やったぞ / 《脅し》おい / 《切り出し》それでは",,"うまく / 《確信》確かに, 間違いなく / 《確認》わかりましたか /《同意》はい / 《喜び》やったぞ / 《脅し》おい / 《切り出し》それでは",/ɔːl raɪt/,3207957,Everything will be all right in the end.,最後にはうまくいくよ。,3008610
almost,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,almost,"ほとんど,たいてい([[nearly]])、もう少し",,"ほとんど,たいてい([[nearly]])、もう少し",/ˈɔlmoʊst/,1179,I have almost finished my homework.,私は宿題をほとんど終えました。,2995966
alone,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,alone,"ひとりで, 単独で, ただ…だけで",,"ひとりで, 単独で, ただ…だけで",/əˈloʊn/,1185,I decided to travel alone.,私はひとりで旅行することに決めました。,2995967
along,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,along,"《動作や状態の継続を強めて》前へ,進んで / (人を)連れて;(物を)持って / 沿って,並んで",,"《動作や状態の継続を強めて》前へ,進んで / (人を)連れて;(物を)持って / 沿って,並んで",/əˈlɔŋ/,1186,We walked along without saying a word.,私たちは何も言わずに前へと歩き続けました。,2995973
already,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,already,"《肯定文で》もう,すでに  / 《驚き・意外の意を表して》《疑問文で》もう,早くも;《否定文で》まさか",,"《肯定文で》もう,すでに  / 《驚き・意外の意を表して》《疑問文で》もう,早くも;《否定文で》まさか",/ɔːlˈrɛdi/,1208,I have already finished my homework.,私はもう宿題を終えました。,2995980
also,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,also,"…もまた([[too]]), 同様に（[[as well]]） / そしてその上,それから",,"…もまた([[too]]), 同様に（[[as well]]） / そしてその上,それから",/ˈɔlsoʊ/,1211,I also like to read books.,私も本を読むのが好きです。,2995981
always,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,always,"いつも, 常に / いつまでも, 永久に / 《話》 いずれにしても, 必要なら",,"いつも, 常に / いつまでも, 永久に / 《話》 いずれにしても, 必要なら",/ˈɔːlweɪz/,1251,I always drink coffee in the morning.,私はいつも朝にコーヒーを飲みます。,2995998
am,be-verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,am,"be動詞の一人称単数,直説法,現在形",,"be動詞の一人称単数,直説法,現在形",/æm/,1253,I am a student.,私は学生です。,2995996
an,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,an,"《[[one]]の弱い意味で》一つの,一人の / ある([[a certain]]) / 《同種類のものを代表して[[any]], [[each]]の弱い意味で》…というものは,いずれの,どの / 《単位を表す語につけて》…につき, 毎…([[per]])",,"《[[one]]の弱い意味で》一つの,一人の / ある([[a certain]]) / 《同種類のものを代表して[[any]], [[each]]の弱い意味で》…というものは,いずれの,どの / 《単位を表す語につけて》…につき, 毎…([[per]])",/æn/,9,I bought an apple from the market.,私は市場からリンゴを一つ買いました。,2995584
and,conjunction,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,and,"《等位接続詞》《語・句・節を対等に結んで》…と…,…や…,および  / 《数詞を結合して》…足す…,…に加えて  / …しかも…,…して,同時に…  / 《時間的に》そして,それから,すると([[and then]])  / 《当然の帰結として》…ので,…だから([[and so]])  / 《おもに話》《命令文などの後で》そうすれば,そうしたら  / 《追加・強調して》それに,しかも  / 《対照的な内容を導いて》ところが,しかし([[but]])  / 《譲歩的に》それなのに,それでいながら / 《話》《文頭に置いて驚き・疑念・非難などを表して》ほんとうに;…なのに",,"《等位接続詞》《語・句・節を対等に結んで》…と…,…や…,および  / 《数詞を結合して》…足す…,…に加えて  / …しかも…,…して,同時に…  / 《時間的に》そして,それから,すると([[and then]])  / 《当然の帰結として》…ので,…だから([[and so]])  / 《おもに話》《命令文などの後で》そうすれば,そうしたら  / 《追加・強調して》それに,しかも  / 《対照的な内容を導いて》ところが,しかし([[but]])  / 《譲歩的に》それなのに,それでいながら / 《話》《文頭に置いて驚き・疑念・非難などを表して》ほんとうに;…なのに",/ænd/,1487,I like apples and oranges.,私はリンゴとオレンジが好きです。,2996078
angry,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,angry,"怒った, 腹を立てた / (波・風などが)怒ったような, 激しい / (傷が)炎症を起こした",,"怒った, 腹を立てた / (波・風などが)怒ったような, 激しい / (傷が)炎症を起こした",/ˈæŋɡri/,1566,He was angry because he missed the bus.,彼はバスに乗り遅れたから怒っていた。,2996108
animal,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,animal,"(植物に対して)動物  / (人間以外の)動物,けだもの  / (魚・鳥などに対して)哺乳動物([[mammal]])  / けだもの(野獣)のような人  / (比較変化なし)《名詞の前にのみ用いて》動物の,動物性の,動物質の  / (知的・精神的に対して)動物的な;肉欲的な",,"(植物に対して)動物  / (人間以外の)動物,けだもの  / (魚・鳥などに対して)哺乳動物([[mammal]])  / けだもの(野獣)のような人  / (比較変化なし)《名詞の前にのみ用いて》動物の,動物性の,動物質の  / (知的・精神的に対して)動物的な;肉欲的な",/ˈæn.ɪ.məl/,1581,The zoo is a place where you can see various kinds of animals.,動物園は、さまざまな種類の動物を見ることができる場所です。,2996114
another,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,another,"もう一つの,もう一人の  / 別の,ほかの(different)  / もう一つ,もう一人  / 別のもの(人),違ったもの(人)  / 似たもの,同類",,"もう一つの,もう一人の  / 別の,ほかの(different)  / もう一つ,もう一人  / 別のもの(人),違ったもの(人)  / 似たもの,同類",/əˈnʌðər/,1658,Let's try another restaurant for lunch today.,今日の昼食は別のレストランにしましょう。,1623108
answer,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,answer,"〈C〉(質問・要求に対する)答え,回答([[reply]]),(手紙に対する)返事《to ...》 / 《…に対する》応報, 仕返し 《to ...》/ (問題に対する)解答,正解《to ...》 / (一般に)《…に対する》解答,説明,(被告人の)答弁,申し開き《to, for ...》",,"〈C〉(質問・要求に対する)答え,回答([[reply]]),(手紙に対する)返事《to ...》 / 《…に対する》応報, 仕返し 《to ...》/ (問題に対する)解答,正解《to ...》 / (一般に)《…に対する》解答,説明,(被告人の)答弁,申し開き《to, for ...》",/ˈænsər/,1659,"""[[Right on]], that's the right answer!""",「その通り、正解だ！」,1622965
answer,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,answer,"〈質問・手紙・人など〉に答える,返事をする / 〈訪問・電話など〉に応じる / 《…で》…に応酬する,...に応答する《with ...》 / 〈非難など〉に答弁する / 〈目的・条件など〉にかなう,に合致する,に添う / 《…に》答える,返事をする《to ...》 / 《…に》応ずる,応酬する《to ...》 / 〈物事が〉うまくいく,成功する",,"〈質問・手紙・人など〉に答える,返事をする / 〈訪問・電話など〉に応じる / 《…で》…に応酬する,...に応答する《with ...》 / 〈非難など〉に答弁する / 〈目的・条件など〉にかなう,に合致する,に添う / 《…に》答える,返事をする《to ...》 / 《…に》応ずる,応酬する《to ...》 / 〈物事が〉うまくいく,成功する",/ˈænsər/,3207963,I will answer your question tomorrow.,明日、あなたの質問に答えます。,3008614
any,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,any,"《疑問文・条件節で》いくらかの,何か,だれか /《否定文で》少しも,何も,だれも / 《肯定文で,単数名詞につけて》どんな…でも",,"《疑問文・条件節で》いくらかの,何か,だれか /《否定文で》少しも,何も,だれも / 《肯定文で,単数名詞につけて》どんな…でも",/ˈɛni/,1798,Is there any chance you could help me with this?,これを手伝ってくれる可能性は何かありますか？（これを手伝っていただけたりしますか？）,2996126
any,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,any,"《否定文で》少しも,だれも / 《疑問文・条件節で》《…の》どれか,いくらか,だれか《of ...》 / 《肯定文で》どれでも,だれでも,少しでも, 《…の》どれでも,だれでも《of ...》",,"《否定文で》少しも,だれも / 《疑問文・条件節で》《…の》どれか,いくらか,だれか《of ...》 / 《肯定文で》どれでも,だれでも,少しでも, 《…の》どれでも,だれでも《of ...》",/ˈɛni/,3207964,I don't want any.,（既出名詞を指して）何も欲しくない。,3008613
anybody,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anybody,【代】｟くだけて｠（疑問文で）誰か，（否定文で）誰も，（肯定文で）誰でも,,【代】｟くだけて｠（疑問文で）誰か，（否定文で）誰も，（肯定文で）誰でも,/ˈɛnibɑdi/,1800,Anybody can do that.,それは誰にでもできる。,1623416
anyone,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anyone,《かたく》《疑問文・条件節で》だれか / 《否定文で》だれも / 《肯定文で》だれでも,,《かたく》《疑問文・条件節で》だれか / 《否定文で》だれも / 《肯定文で》だれでも,/'ɛn.i.wʌn/,1802,Anyone can do it if they try hard enough.,どなたでも頑張ればできる。,1623417
anything,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anything,"《疑問文・条件節で》何か / 《否定文で》何も,どんなことも / 《肯定文で》なんでも, どんなものでも",,"《疑問文・条件節で》何か / 《否定文で》何も,どんなことも / 《肯定文で》なんでも, どんなものでも",/ˈɛniθɪŋ/,1804,I will give you anything you want.,君が欲しいものを何でもあげるよ。,1623418
apple,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,apple,リンゴ;リンゴの木,,リンゴ;リンゴの木,/ˈæpəl/,1931,I ate an apple this morning.,今朝リンゴを食べました。,1623419
April,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,April,4月(《略》Apr.),,4月(《略》Apr.),/ˈeɪprəl/,1996,April is the month of blooming flowers.,4月は花が咲く月です。,1623420
apron,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,apron,"『エプロン』,前掛け / (また『apron stage』)張り出し舞台 / エプロン(飛行機の乗降・荷積み・給油などをする所)",,"『エプロン』,前掛け / (また『apron stage』)張り出し舞台 / エプロン(飛行機の乗降・荷積み・給油などをする所)",/'eɪ.pɹən/,1998,He was wearing a white apron.,彼は白いエプロンを身に着けていた。,1623421
are,be-verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,are,"…『である』,…です(beの二人称の単数とすべての人称の複数の直説法現在形)",,"…『である』,…です(beの二人称の単数とすべての人称の複数の直説法現在形)",/ɑr/,2127,You are my best friend.,あなたは私の最高の友人です。,2996210
arm,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Health and body care",,arm,"〈C〉(人・猿の)腕 / (四つ足の動物の前肢の)腕(手首から肩までの間）（手は[[hand]]) / 腕のような物, (特に)いすのひじ掛け, 樹の大枝 / 〈C〉《複数形で》武器, 兵器",,"〈C〉(人・猿の)腕 / (四つ足の動物の前肢の)腕(手首から肩までの間）（手は[[hand]]) / 腕のような物, (特に)いすのひじ掛け, 樹の大枝 / 〈C〉《複数形で》武器, 兵器",/ɑrm/,2181,He held his arm up high.,彼は腕を高く掲げた。,1623330
around,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,around,"...の周りに / …のあちこちに, …のあちこちを / 《米・英話》…を回って",,"...の周りに / …のあちこちに, …のあちこちを / 《米・英話》…を回って",/əˈraʊnd/,2228,I like to walk around the park in the morning.,私は朝、公園を歩き回るのが好きです。,3010670
arrive,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,arrive,"着く,到着する《at, in, on ...》 / (ある目標・過程・断階などに)達する 《at ...》 / （時が）来る",,"着く,到着する《at, in, on ...》 / (ある目標・過程・断階などに)達する 《at ...》 / （時が）来る",/əˈraɪv/,2246,The train arrives at the station at 8 PM.,電車は午後8時に駅に到着します。,1623422
art,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: Education

Threshold: Free time, entertainment",,art,"〈U〉〈C〉芸術, 芸術作品 / 〈C〉技術, 技法 / 〈U〉《複数形で・単数扱い》人文科学",,"〈U〉〈C〉芸術, 芸術作品 / 〈C〉技術, 技法 / 〈U〉《複数形で・単数扱い》人文科学",/ɑrt/,2262,She enjoys visiting art galleries and museums.,彼女は美術館や博物館を訪れることを楽しんでいます。,3010592
article,noun,"CoreInventory_1: Shopping

CoreInventory 2: 

Threshold: Free time, entertainment",,article,"(新聞・雑誌などの)(…についての)記事,論説《+on+名》  / (条約・契約などの)条項,箇条;《複数形で》契約  / 《複数形で》(またarticles of apprenticeship)徒弟年季契約  / (同種の物の)一個,一品,品物,商品《+of+名》  / 冠詞",,"(新聞・雑誌などの)(…についての)記事,論説《+on+名》  / (条約・契約などの)条項,箇条;《複数形で》契約  / 《複数形で》(またarticles of apprenticeship)徒弟年季契約  / (同種の物の)一個,一品,品物,商品《+of+名》  / 冠詞",/ˈɑːr.tɪ.kəl/,2278,This article explains the benefits of exercise.,この記事は運動の効果を説明しています。,1623424
as,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,as,"《役割・職業に注目して》 ...として, ...とみなして / 《時》…のとき / 《様態》…のように / 《外見》（装って）…に見えるように",,"《役割・職業に注目して》 ...として, ...とみなして / 《時》…のとき / 《様態》…のように / 《外見》（装って）…に見えるように",/æz/,3208145,I go there as a tourist.,私は観光客としてそこに行きます。,1625188
ask,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,ask,"〈他〉〈事〉について質問する, を尋ねる / 《...について》〈人〉に質問する《about ...》 / 〈事〉を頼む / 《...を》〈人〉に頼む 《for ...》 / 〈自〉《...について》質問する《about ...》",,"〈他〉〈事〉について質問する, を尋ねる / 《...について》〈人〉に質問する《about ...》 / 〈事〉を頼む / 《...を》〈人〉に頼む 《for ...》 / 〈自〉《...について》質問する《about ...》",/æsk/,2346,I asked her to join us for dinner.,彼女に夕食に付き合ってもらうように頼んだ。,1623425
at,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,at,"《場所・位置のある一点》…で,…に  / 《時間・年齢・目盛りなどの一点》…に,…で  / …の最中で,に出席して  / …の状態に(で)  / …を目指して,に向かって  / 《移動の経路》…を通って,…から  / 《動作・感情などの原因・理由・動機》…によって,…を見て(聞いて,知って)  / 《運動・動作の方法・様態》…で,…のやり方で  / 《数量・割合・率》…で,…に  / 《能力・性質などの存在場所》…が,…の点で",,"《場所・位置のある一点》…で,…に  / 《時間・年齢・目盛りなどの一点》…に,…で  / …の最中で,に出席して  / …の状態に(で)  / …を目指して,に向かって  / 《移動の経路》…を通って,…から  / 《動作・感情などの原因・理由・動機》…によって,…を見て(聞いて,知って)  / 《運動・動作の方法・様態》…で,…のやり方で  / 《数量・割合・率》…で,…に  / 《能力・性質などの存在場所》…が,…の点で",/æt/,2484,I'm meeting him at the park.,彼と公園で会っています。,1625200
August,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,August,8月(《略》Aug.)  / 《形容詞的に》August heat wave{名}〈C〉8月の暑波August vacation{名}〈C〉8月の休暇,,8月(《略》Aug.)  / 《形容詞的に》August heat wave{名}〈C〉8月の暑波August vacation{名}〈C〉8月の休暇,/ɔːˈɡʌst/,2651,August is my favorite month of the year.,8月は私の一番好きな月です。,3010696
